date,cc,rate
2024-03-03,PLN,9.5395
2024-03-04,PLN,9.5554
2024-03-05,PLN,9.6152
2024-03-06,PLN,9.6311
2024-03-07,PLN,9.6774
2024-03-08,PLN,9.6419
2024-03-09,PLN,9.6419
2024-03-10,PLN,9.6419
2024-03-11,PLN,9.6844
2024-03-12,PLN,9.802
2024-03-13,PLN,9.8065
2024-03-14,PLN,9.8888
2024-03-15,PLN,9.8459
2024-03-16,PLN,9.8459
2024-03-17,PLN,9.8459
2024-03-18,PLN,9.8339
2024-03-19,PLN,9.8443
2024-03-20,PLN,9.8262
2024-03-21,PLN,9.8129
2024-03-22,PLN,9.8725
2024-03-23,PLN,9.8725
2024-03-24,PLN,9.8725
2024-03-25,PLN,9.7564
2024-03-26,PLN,9.8666
2024-03-27,PLN,9.9023
2024-03-28,PLN,9.8329
2024-03-29,PLN,9.8289
2024-03-30,PLN,9.8289
2024-03-31,PLN,9.8289
2024-04-01,PLN,9.7772
2024-04-02,PLN,9.8265
2024-04-03,PLN,9.839
2024-04-04,PLN,9.8369
2024-04-05,PLN,9.859
2024-04-06,PLN,9.859
2024-04-07,PLN,9.859
2024-04-08,PLN,9.8244
2024-04-09,PLN,9.8654
2024-04-10,PLN,9.9519
2024-04-11,PLN,9.9503
2024-04-12,PLN,9.8674
2024-04-13,PLN,9.8674
2024-04-14,PLN,9.8674
2024-04-15,PLN,9.8527
2024-04-16,PLN,9.8205
2024-04-17,PLN,9.7042
2024-04-18,PLN,9.6614
2024-04-19,PLN,9.769
2024-04-20,PLN,9.769
2024-04-21,PLN,9.769
2024-04-22,PLN,9.7865
2024-04-23,PLN,9.7987
2024-04-24,PLN,9.7956
2024-04-25,PLN,9.7656
2024-04-26,PLN,9.8591
2024-04-27,PLN,9.8591
2024-04-28,PLN,9.8591
2024-04-29,PLN,9.8181
2024-04-30,PLN,9.8283
2024-05-01,PLN,9.8118
2024-05-02,PLN,9.7465
2024-05-03,PLN,9.7768
2024-05-04,PLN,9.7768
2024-05-05,PLN,9.7768
2024-05-06,PLN,9.7825
2024-05-07,PLN,9.812
2024-05-08,PLN,9.8102
2024-05-09,PLN,9.8251
2024-05-10,PLN,9.8875
2024-05-11,PLN,9.8875
2024-05-12,PLN,9.8875
2024-05-13,PLN,9.9703
2024-05-14,PLN,9.9762
2024-05-15,PLN,10.0328
2024-05-16,PLN,10.0383
2024-05-17,PLN,10.0485
2024-05-18,PLN,10.0485
2024-05-19,PLN,10.0485
2024-05-20,PLN,10.0176
2024-05-21,PLN,10.1259
2024-05-22,PLN,10.1668
2024-05-23,PLN,10.0971
2024-05-24,PLN,10.1527
2024-05-25,PLN,10.1527
2024-05-26,PLN,10.1527
2024-05-27,PLN,10.2168
2024-05-28,PLN,10.2841
2024-05-29,PLN,10.3446
2024-05-30,PLN,10.3058
2024-05-31,PLN,10.2301
2024-06-01,PLN,10.2301
2024-06-02,PLN,10.2301
2024-06-03,PLN,10.3167
2024-06-04,PLN,10.2534
2024-06-05,PLN,10.1883
2024-06-06,PLN,10.1283
2024-06-07,PLN,10.1439
2024-06-08,PLN,10.1439
2024-06-09,PLN,10.1439
2024-06-10,PLN,10.2309
2024-06-11,PLN,10.0491
2024-06-12,PLN,10.0098
2024-06-13,PLN,10.0318
2024-06-14,PLN,10.0885
2024-06-15,PLN,10.0885
2024-06-16,PLN,10.0885
2024-06-17,PLN,9.9471
2024-06-18,PLN,9.9846
2024-06-19,PLN,9.9789
2024-06-20,PLN,10.0638
2024-06-21,PLN,10.0505
2024-06-22,PLN,10.0505
2024-06-23,PLN,10.0505
2024-06-24,PLN,10.0037
2024-06-25,PLN,10.1192
2024-06-26,PLN,10.1297
2024-06-27,PLN,10.0558
2024-06-28,PLN,10.0407
2024-06-29,PLN,10.0407
2024-06-30,PLN,10.0407
2024-07-01,PLN,10.041
2024-07-02,PLN,10.1601
2024-07-03,PLN,10.0983
2024-07-04,PLN,10.1992
2024-07-05,PLN,10.1994
2024-07-06,PLN,10.1994
2024-07-07,PLN,10.1994
2024-07-08,PLN,10.2475
2024-07-09,PLN,10.3075
2024-07-10,PLN,10.3397
2024-07-11,PLN,10.3557
2024-07-12,PLN,10.4305
2024-07-13,PLN,10.4305
2024-07-14,PLN,10.4305
2024-07-15,PLN,10.5019
2024-07-16,PLN,10.5183
2024-07-17,PLN,10.544
2024-07-18,PLN,10.5611
2024-07-19,PLN,10.5461
2024-07-20,PLN,10.5461
2024-07-21,PLN,10.5461
2024-07-22,PLN,10.5498
2024-07-23,PLN,10.5186
2024-07-24,PLN,10.4694
2024-07-25,PLN,10.4329
2024-07-26,PLN,10.394
2024-07-27,PLN,10.394
2024-07-28,PLN,10.394
2024-07-29,PLN,10.4437
2024-07-30,PLN,10.3544
2024-07-31,PLN,10.3687
2024-08-01,PLN,10.352
2024-08-02,PLN,10.3375
2024-08-03,PLN,10.3375
2024-08-04,PLN,10.3375
2024-08-05,PLN,10.4077
2024-08-06,PLN,10.4778
2024-08-07,PLN,10.3933
2024-08-08,PLN,10.3709
2024-08-09,PLN,10.3721
2024-08-10,PLN,10.3721
2024-08-11,PLN,10.3721
2024-08-12,PLN,10.3783
2024-08-13,PLN,10.4763
2024-08-14,PLN,10.5325
2024-08-15,PLN,10.5997
2024-08-16,PLN,10.5824
2024-08-17,PLN,10.5824
2024-08-18,PLN,10.5824
2024-08-19,PLN,10.6009
2024-08-20,PLN,10.685
2024-08-21,PLN,10.7395
2024-08-22,PLN,10.7124
2024-08-23,PLN,10.742
2024-08-24,PLN,10.742
2024-08-25,PLN,10.742
