date,cc,rate
2025-02-22,PLN,10.4748
2025-02-23,PLN,10.4748
2025-02-24,PLN,10.4395
2025-02-25,PLN,10.5264
2025-02-26,PLN,10.5741
2025-02-27,PLN,10.5266
2025-02-28,PLN,10.5309
2025-03-01,PLN,10.5309
2025-03-02,PLN,10.5309
2025-03-03,PLN,10.389
2025-03-04,PLN,10.4382
2025-03-05,PLN,10.5502
2025-03-06,PLN,10.674
2025-03-07,PLN,10.6715
2025-03-08,PLN,10.6715
2025-03-09,PLN,10.6715
2025-03-10,PLN,10.7063
2025-03-11,PLN,10.6754
2025-03-12,PLN,10.7755
2025-03-13,PLN,10.7647
2025-03-14,PLN,10.7194
2025-03-15,PLN,10.7194
2025-03-16,PLN,10.7194
2025-03-17,PLN,10.8446
2025-03-18,PLN,10.7848
2025-03-19,PLN,10.8603
2025-03-20,PLN,10.8209
2025-03-21,PLN,10.7189
2025-03-22,PLN,10.7189
2025-03-23,PLN,10.7189
2025-03-24,PLN,10.7141
2025-03-25,PLN,10.7885
2025-03-26,PLN,10.8411
2025-03-27,PLN,10.7399
2025-03-28,PLN,10.6561
2025-03-29,PLN,10.6561
2025-03-30,PLN,10.6561
2025-03-31,PLN,10.7078
2025-04-01,PLN,10.716
2025-04-02,PLN,10.6538
2025-04-03,PLN,10.6829
2025-04-04,PLN,10.9297
2025-04-05,PLN,10.9297
2025-04-06,PLN,10.9297
2025-04-07,PLN,10.7023
2025-04-08,PLN,10.4921
2025-04-09,PLN,10.5377
2025-04-10,PLN,10.6057
2025-04-11,PLN,10.7703
2025-04-12,PLN,10.7703
2025-04-13,PLN,10.7703
2025-04-14,PLN,10.9232
2025-04-15,PLN,10.9732
2025-04-16,PLN,10.8843
2025-04-17,PLN,10.8992
2025-04-18,PLN,10.999
2025-04-19,PLN,10.999
2025-04-20,PLN,10.999
2025-04-21,PLN,10.9916
2025-04-22,PLN,11.1734
2025-04-23,PLN,11.148
2025-04-24,PLN,11.0753
2025-04-25,PLN,11.0928
2025-04-26,PLN,11.0928
2025-04-27,PLN,11.0928
2025-04-28,PLN,11.102
2025-04-29,PLN,11.0859
2025-04-30,PLN,11.0733
2025-05-01,PLN,11.035
2025-05-02,PLN,11.003
2025-05-03,PLN,11.003
2025-05-04,PLN,11.003
2025-05-05,PLN,11.0696
2025-05-06,PLN,11.0313
2025-05-07,PLN,10.9851
2025-05-08,PLN,11.0037
2025-05-09,PLN,10.9792
2025-05-10,PLN,10.9792
2025-05-11,PLN,10.9792
2025-05-12,PLN,11.0292
2025-05-13,PLN,10.8848
2025-05-14,PLN,10.8461
2025-05-15,PLN,10.9815
2025-05-16,PLN,10.9364
2025-05-17,PLN,10.9364
2025-05-18,PLN,10.9364
2025-05-19,PLN,10.9252
2025-05-20,PLN,10.9783
2025-05-21,PLN,10.9842
2025-05-22,PLN,11.0552
2025-05-23,PLN,11.0537
2025-05-24,PLN,11.0537
2025-05-25,PLN,11.0537
2025-05-26,PLN,11.026
2025-05-27,PLN,11.1369
2025-05-28,PLN,11.1379
2025-05-29,PLN,11.0964
2025-05-30,PLN,11.0489
2025-05-31,PLN,11.0489
2025-06-01,PLN,11.0489
2025-06-02,PLN,11.0795
2025-06-03,PLN,11.1515
2025-06-04,PLN,11.0909
2025-06-05,PLN,11.0227
2025-06-06,PLN,11.0559
2025-06-07,PLN,11.0559
2025-06-08,PLN,11.0559
2025-06-09,PLN,11.0243
2025-06-10,PLN,11.0929
2025-06-11,PLN,11.1678
2025-06-12,PLN,11.1366
2025-06-13,PLN,11.269
2025-06-14,PLN,11.269
2025-06-15,PLN,11.269
2025-06-16,PLN,11.1581
2025-06-17,PLN,11.276
2025-06-18,PLN,11.2264
2025-06-19,PLN,11.206
2025-06-20,PLN,11.1895
2025-06-21,PLN,11.1895
2025-06-22,PLN,11.1895
2025-06-23,PLN,11.3027
2025-06-24,PLN,11.2307
2025-06-25,PLN,11.395
2025-06-26,PLN,11.3753
2025-06-27,PLN,11.4538
2025-06-28,PLN,11.4538
2025-06-29,PLN,11.4538
2025-06-30,PLN,11.5091
2025-07-01,PLN,11.5478
2025-07-02,PLN,11.6436
2025-07-03,PLN,11.5604
2025-07-04,PLN,11.5733
2025-07-05,PLN,11.5733
2025-07-06,PLN,11.5733
2025-07-07,PLN,11.5665
2025-07-08,PLN,11.5424
2025-07-09,PLN,11.5584
2025-07-10,PLN,11.5189
2025-07-11,PLN,11.5279
2025-07-12,PLN,11.5279
2025-07-13,PLN,11.5279
2025-07-14,PLN,11.47
2025-07-15,PLN,11.4775
2025-07-16,PLN,11.4701
2025-07-17,PLN,11.3901
2025-07-18,PLN,11.3853
2025-07-19,PLN,11.3853
2025-07-20,PLN,11.3853
2025-07-21,PLN,11.4397
2025-07-22,PLN,11.4986
2025-07-23,PLN,11.4797
2025-07-24,PLN,11.5087
2025-07-25,PLN,11.5372
2025-07-26,PLN,11.5372
2025-07-27,PLN,11.5372
2025-07-28,PLN,11.5106
2025-07-29,PLN,11.4341
2025-07-30,PLN,11.268
2025-07-31,PLN,11.2818
2025-08-01,PLN,11.1736
2025-08-02,PLN,11.1736
2025-08-03,PLN,11.1736
2025-08-04,PLN,11.1425
2025-08-05,PLN,11.3044
2025-08-06,PLN,11.2439
2025-08-07,PLN,11.2865
2025-08-08,PLN,11.3297
2025-08-09,PLN,11.3297
2025-08-10,PLN,11.3297
2025-08-11,PLN,11.3362
2025-08-12,PLN,11.332
2025-08-13,PLN,11.2815
2025-08-14,PLN,11.4228
2025-08-15,PLN,11.3777
2025-08-16,PLN,11.3777
2025-08-17,PLN,11.3777
2025-08-18,PLN,11.3428
2025-08-19,PLN,11.333
2025-08-20,PLN,11.3843
2025-08-21,PLN,11.3387
2025-08-22,PLN,11.2862
2025-08-23,PLN,11.2862
2025-08-24,PLN,11.2862
2025-08-25,PLN,11.2389
2025-08-26,PLN,11.3725
2025-08-27,PLN,11.3285
2025-08-28,PLN,11.2103
2025-08-29,PLN,11.2918
2025-08-30,PLN,11.2918
2025-08-31,PLN,11.2918
2025-09-01,PLN,11.298
2025-09-02,PLN,11.3904
2025-09-03,PLN,11.2983
2025-09-04,PLN,11.3354
2025-09-05,PLN,11.3249
2025-09-06,PLN,11.3249
2025-09-07,PLN,11.3249
2025-09-08,PLN,11.3307
2025-09-09,PLN,11.3874
2025-09-10,PLN,11.3489
2025-09-11,PLN,11.3184
2025-09-12,PLN,11.3145
2025-09-13,PLN,11.3145
2025-09-14,PLN,11.3145
2025-09-15,PLN,11.3704
2025-09-16,PLN,11.4089
2025-09-17,PLN,11.4509
2025-09-18,PLN,11.4661
2025-09-19,PLN,11.4618
2025-09-20,PLN,11.4618
2025-09-21,PLN,11.4618
2025-09-22,PLN,11.359
2025-09-23,PLN,11.442
2025-09-24,PLN,11.4659
2025-09-25,PLN,11.4035
2025-09-26,PLN,11.4248
2025-09-27,PLN,11.4248
2025-09-28,PLN,11.4248
2025-09-29,PLN,11.3333
