count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1096,7.209156224135323e-15,1.1370751321114674,1.2929398560663112,-2.725746315589909,-0.9463579876182422,0.1805585840880326,0.8048613500576973,2.5528853690980498,-0.3129556214770335,-0.6396834683247419
