count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1095,0.00029162457200271444,0.004473081594627289,2.0008458952193404e-05,-0.018004310048881145,-0.0012827325970716785,0.0,0.001962384433659037,0.03628432663315184,0.8087781229270464,6.963446083311066
