count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1096,42.383262956204376,3.4088376938710625,11.620174423156184,35.4587,39.5415,42.27785,44.8467,49.4093,0.23328508837929632,-0.8701999819956079
