date,cc,rate
2023-04-30,USD,36.5686
2023-05-01,USD,36.5686
2023-05-02,USD,36.5686
2023-05-03,USD,36.5686
2023-05-04,USD,36.5686
2023-05-05,USD,36.5686
2023-05-06,USD,36.5686
2023-05-07,USD,36.5686
2023-05-08,USD,36.5686
2023-05-09,USD,36.5686
2023-05-10,USD,36.5686
2023-05-11,USD,36.5686
2023-05-12,USD,36.5686
2023-05-13,USD,36.5686
2023-05-14,USD,36.5686
2023-05-15,USD,36.5686
2023-05-16,USD,36.5686
2023-05-17,USD,36.5686
2023-05-18,USD,36.5686
2023-05-19,USD,36.5686
2023-05-20,USD,36.5686
2023-05-21,USD,36.5686
2023-05-22,USD,36.5686
2023-05-23,USD,36.5686
2023-05-24,USD,36.5686
2023-05-25,USD,36.5686
2023-05-26,USD,36.5686
2023-05-27,USD,36.5686
2023-05-28,USD,36.5686
2023-05-29,USD,36.5686
2023-05-30,USD,36.5686
2023-05-31,USD,36.5686
2023-06-01,USD,36.5686
2023-06-02,USD,36.5686
2023-06-03,USD,36.5686
2023-06-04,USD,36.5686
2023-06-05,USD,36.5686
2023-06-06,USD,36.5686
2023-06-07,USD,36.5686
2023-06-08,USD,36.5686
2023-06-09,USD,36.5686
2023-06-10,USD,36.5686
2023-06-11,USD,36.5686
2023-06-12,USD,36.5686
2023-06-13,USD,36.5686
2023-06-14,USD,36.5686
2023-06-15,USD,36.5686
2023-06-16,USD,36.5686
2023-06-17,USD,36.5686
2023-06-18,USD,36.5686
2023-06-19,USD,36.5686
2023-06-20,USD,36.5686
2023-06-21,USD,36.5686
2023-06-22,USD,36.5686
2023-06-23,USD,36.5686
2023-06-24,USD,36.5686
2023-06-25,USD,36.5686
2023-06-26,USD,36.5686
2023-06-27,USD,36.5686
2023-06-28,USD,36.5686
2023-06-29,USD,36.5686
2023-06-30,USD,36.5686
2023-07-01,USD,36.5686
2023-07-02,USD,36.5686
2023-07-03,USD,36.5686
2023-07-04,USD,36.5686
2023-07-05,USD,36.5686
2023-07-06,USD,36.5686
2023-07-07,USD,36.5686
2023-07-08,USD,36.5686
2023-07-09,USD,36.5686
2023-07-10,USD,36.5686
2023-07-11,USD,36.5686
2023-07-12,USD,36.5686
2023-07-13,USD,36.5686
2023-07-14,USD,36.5686
2023-07-15,USD,36.5686
2023-07-16,USD,36.5686
2023-07-17,USD,36.5686
2023-07-18,USD,36.5686
2023-07-19,USD,36.5686
2023-07-20,USD,36.5686
2023-07-21,USD,36.5686
2023-07-22,USD,36.5686
2023-07-23,USD,36.5686
2023-07-24,USD,36.5686
2023-07-25,USD,36.5686
2023-07-26,USD,36.5686
2023-07-27,USD,36.5686
2023-07-28,USD,36.5686
2023-07-29,USD,36.5686
2023-07-30,USD,36.5686
2023-07-31,USD,36.5686
2023-08-01,USD,36.5686
2023-08-02,USD,36.5686
2023-08-03,USD,36.5686
2023-08-04,USD,36.5686
2023-08-05,USD,36.5686
2023-08-06,USD,36.5686
2023-08-07,USD,36.5686
2023-08-08,USD,36.5686
2023-08-09,USD,36.5686
2023-08-10,USD,36.5686
2023-08-11,USD,36.5686
2023-08-12,USD,36.5686
2023-08-13,USD,36.5686
2023-08-14,USD,36.5686
2023-08-15,USD,36.5686
2023-08-16,USD,36.5686
2023-08-17,USD,36.5686
2023-08-18,USD,36.5686
2023-08-19,USD,36.5686
2023-08-20,USD,36.5686
2023-08-21,USD,36.5686
2023-08-22,USD,36.5686
2023-08-23,USD,36.5686
2023-08-24,USD,36.5686
2023-08-25,USD,36.5686
2023-08-26,USD,36.5686
2023-08-27,USD,36.5686
2023-08-28,USD,36.5686
2023-08-29,USD,36.5686
2023-08-30,USD,36.5686
2023-08-31,USD,36.5686
2023-09-01,USD,36.5686
2023-09-02,USD,36.5686
2023-09-03,USD,36.5686
2023-09-04,USD,36.5686
2023-09-05,USD,36.5686
2023-09-06,USD,36.5686
2023-09-07,USD,36.5686
2023-09-08,USD,36.5686
2023-09-09,USD,36.5686
2023-09-10,USD,36.5686
2023-09-11,USD,36.5686
2023-09-12,USD,36.5686
2023-09-13,USD,36.5686
2023-09-14,USD,36.5686
2023-09-15,USD,36.5686
2023-09-16,USD,36.5686
2023-09-17,USD,36.5686
2023-09-18,USD,36.5686
2023-09-19,USD,36.5686
2023-09-20,USD,36.5686
2023-09-21,USD,36.5686
2023-09-22,USD,36.5686
2023-09-23,USD,36.5686
2023-09-24,USD,36.5686
2023-09-25,USD,36.5686
2023-09-26,USD,36.5686
2023-09-27,USD,36.5686
2023-09-28,USD,36.5686
2023-09-29,USD,36.5686
2023-09-30,USD,36.5686
2023-10-01,USD,36.5686
2023-10-02,USD,36.5686
2023-10-03,USD,36.5686
2023-10-04,USD,36.5901
2023-10-05,USD,36.6023
2023-10-06,USD,36.6216
2023-10-07,USD,36.6216
2023-10-08,USD,36.6216
2023-10-09,USD,36.5827
2023-10-10,USD,36.5527
2023-10-11,USD,36.5058
2023-10-12,USD,36.4385
2023-10-13,USD,36.3931
2023-10-14,USD,36.3931
2023-10-15,USD,36.3931
2023-10-16,USD,36.3688
2023-10-17,USD,36.3297
2023-10-18,USD,36.4507
2023-10-19,USD,36.5616
2023-10-20,USD,36.6118
2023-10-21,USD,36.6118
2023-10-22,USD,36.6118
2023-10-23,USD,36.5401
2023-10-24,USD,36.5569
