count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1095,0.0004135017175680559,0.005673630544253982,3.219008355269174e-05,-0.02207171588682233,-0.0014956875474828601,0.0,0.0026838423249272436,0.042988913181283284,0.2996165434172981,4.5905031154753155
