count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1096,9.6613299270073,1.0954199286445327,1.199944820071593,7.2799,8.693325,9.811,10.52645,11.6436,-0.09455013783791598,-1.0715559278329005
