count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1096,-3.306357620781488e-16,0.27712056748941777,0.07679580892565695,-0.8018538693490136,-0.1510806588839655,0.03990495239097669,0.19730826911631372,0.5976075602972841,-0.48391905436005245,-0.18194081108018523
