count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1095,0.00011893232828381039,0.0031180730894496476,9.72237979115007e-06,-0.01677431092513415,-0.0010015794925271049,0.0,0.0009427916220079435,0.020367689348114837,0.748200640286959,7.320205383508242
