count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1096,-6.547884699979025e-16,0.1538977736867569,0.023684524745740242,-0.3623516078227125,-0.10734121293752619,-0.006131506949386356,0.10911016172890498,0.32190677889211816,-0.129293274513678,-0.5553005983078352
