count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1096,5.4506299270072995,0.2926714540518059,0.08565658001679832,4.9465,5.1991,5.4258,5.7472,5.8832,-0.12813755315236186,-1.4818966800363613
