date,cc,rate
2025-04-09,CNY,5.6102
2025-04-10,CNY,5.6155
2025-04-11,CNY,5.656
2025-04-12,CNY,5.656
2025-04-13,CNY,5.656
2025-04-14,CNY,5.6697
2025-04-15,CNY,5.651
2025-04-16,CNY,5.6283
2025-04-17,CNY,5.6411
2025-04-18,CNY,5.6695
2025-04-19,CNY,5.6695
2025-04-20,CNY,5.6695
2025-04-21,CNY,5.7439
2025-04-22,CNY,5.6766
2025-04-23,CNY,5.6767
2025-04-24,CNY,5.7178
2025-04-25,CNY,5.719
2025-04-26,CNY,5.719
2025-04-27,CNY,5.719
2025-04-28,CNY,5.7291
2025-04-29,CNY,5.7198
2025-04-30,CNY,5.715
2025-05-01,CNY,5.7078
2025-05-02,CNY,5.7201
2025-05-03,CNY,5.7201
2025-05-04,CNY,5.7201
2025-05-05,CNY,5.7359
2025-05-06,CNY,5.7214
2025-05-07,CNY,5.7438
2025-05-08,CNY,5.7354
2025-05-09,CNY,5.7354
2025-05-10,CNY,5.7354
2025-05-11,CNY,5.7354
2025-05-12,CNY,5.7382
2025-05-13,CNY,5.7658
2025-05-14,CNY,5.7625
2025-05-15,CNY,5.7653
2025-05-16,CNY,5.7511
2025-05-17,CNY,5.7511
2025-05-18,CNY,5.7511
2025-05-19,CNY,5.7589
2025-05-20,CNY,5.7652
2025-05-21,CNY,5.746
2025-05-22,CNY,5.7518
2025-05-23,CNY,5.7599
2025-05-24,CNY,5.7599
2025-05-25,CNY,5.7599
2025-05-26,CNY,5.7776
2025-05-27,CNY,5.7844
2025-05-28,CNY,5.7922
2025-05-29,CNY,5.7814
2025-05-30,CNY,5.777
2025-05-31,CNY,5.777
2025-06-01,CNY,5.777
2025-06-02,CNY,5.7718
2025-06-03,CNY,5.7811
2025-06-04,CNY,5.793
2025-06-05,CNY,5.7704
2025-06-06,CNY,5.7767
2025-06-07,CNY,5.7767
2025-06-08,CNY,5.7767
2025-06-09,CNY,5.7641
2025-06-10,CNY,5.7774
2025-06-11,CNY,5.784
2025-06-12,CNY,5.7744
2025-06-13,CNY,5.7808
2025-06-14,CNY,5.7808
2025-06-15,CNY,5.7808
2025-06-16,CNY,5.7703
2025-06-17,CNY,5.784
2025-06-18,CNY,5.7812
2025-06-19,CNY,5.7913
2025-06-20,CNY,5.7997
2025-06-21,CNY,5.7997
2025-06-22,CNY,5.7997
2025-06-23,CNY,5.8276
2025-06-24,CNY,5.8249
2025-06-25,CNY,5.8259
2025-06-26,CNY,5.8072
2025-06-27,CNY,5.7992
2025-06-28,CNY,5.7992
2025-06-29,CNY,5.7992
2025-06-30,CNY,5.8061
2025-07-01,CNY,5.8312
2025-07-02,CNY,5.839
2025-07-03,CNY,5.8323
2025-07-04,CNY,5.8265
2025-07-05,CNY,5.8265
2025-07-06,CNY,5.8265
2025-07-07,CNY,5.8265
2025-07-08,CNY,5.8262
2025-07-09,CNY,5.8311
2025-07-10,CNY,5.8171
2025-07-11,CNY,5.829
2025-07-12,CNY,5.829
2025-07-13,CNY,5.829
2025-07-14,CNY,5.8294
2025-07-15,CNY,5.8369
2025-07-16,CNY,5.8286
2025-07-17,CNY,5.823
2025-07-18,CNY,5.8297
2025-07-19,CNY,5.8297
2025-07-20,CNY,5.8297
2025-07-21,CNY,5.8171
2025-07-22,CNY,5.8295
2025-07-23,CNY,5.8209
2025-07-24,CNY,5.833
2025-07-25,CNY,5.838
2025-07-26,CNY,5.838
2025-07-27,CNY,5.838
2025-07-28,CNY,5.8285
2025-07-29,CNY,5.8265
2025-07-30,CNY,5.8223
2025-07-31,CNY,5.8154
2025-08-01,CNY,5.7973
2025-08-02,CNY,5.7973
2025-08-03,CNY,5.7973
2025-08-04,CNY,5.7914
2025-08-05,CNY,5.8231
2025-08-06,CNY,5.7997
2025-08-07,CNY,5.7904
2025-08-08,CNY,5.7748
2025-08-09,CNY,5.7748
2025-08-10,CNY,5.7748
2025-08-11,CNY,5.7614
2025-08-12,CNY,5.7692
2025-08-13,CNY,5.7627
2025-08-14,CNY,5.7864
2025-08-15,CNY,5.7803
2025-08-16,CNY,5.7803
2025-08-17,CNY,5.7803
2025-08-18,CNY,5.758
2025-08-19,CNY,5.7473
2025-08-20,CNY,5.7603
2025-08-21,CNY,5.7656
2025-08-22,CNY,5.7422
2025-08-23,CNY,5.7422
2025-08-24,CNY,5.7422
2025-08-25,CNY,5.75
2025-08-26,CNY,5.7891
2025-08-27,CNY,5.7833
2025-08-28,CNY,5.7695
2025-08-29,CNY,5.7855
2025-08-30,CNY,5.7855
2025-08-31,CNY,5.7855
2025-09-01,CNY,5.7928
2025-09-02,CNY,5.7993
2025-09-03,CNY,5.7897
2025-09-04,CNY,5.7896
2025-09-05,CNY,5.7906
2025-09-06,CNY,5.7906
2025-09-07,CNY,5.7906
2025-09-08,CNY,5.7746
2025-09-09,CNY,5.7855
2025-09-10,CNY,5.7747
2025-09-11,CNY,5.7861
2025-09-12,CNY,5.7988
2025-09-13,CNY,5.7988
2025-09-14,CNY,5.7988
2025-09-15,CNY,5.7965
2025-09-16,CNY,5.7894
2025-09-17,CNY,5.7869
2025-09-18,CNY,5.7986
2025-09-19,CNY,5.8052
2025-09-20,CNY,5.8052
2025-09-21,CNY,5.8052
2025-09-22,CNY,5.7971
2025-09-23,CNY,5.8182
2025-09-24,CNY,5.8182
2025-09-25,CNY,5.81
2025-09-26,CNY,5.8243
2025-09-27,CNY,5.8243
2025-09-28,CNY,5.8243
2025-09-29,CNY,5.8121
