count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1095,0.00011656961722678958,0.001732980925461061,3.003222888011875e-06,-0.008235070469391093,0.0,0.0,0.0,0.00964927670297766,0.5399063470086746,4.634215300869489
