count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1096,39.017145802919714,2.287329610891066,5.231876748859075,36.0143,36.5686,39.02165,41.3724,42.2841,0.020327394366679546,-1.8174497036044672
