date,cc,rate,trend_kind,y_trend,residual
2023-01-26,USD,36.5686,quadratic,36.18378312358948,0.3848168764105253
2023-01-27,USD,36.5686,quadratic,36.19011099807154,0.3784890019284646
2023-01-28,USD,36.5686,quadratic,36.19643968581309,0.37216031418691387
2023-01-29,USD,36.5686,quadratic,36.20276918681413,0.3658308131858732
2023-01-30,USD,36.5686,quadratic,36.20909950107467,0.3595004989253354
2023-01-31,USD,36.5686,quadratic,36.215430628594696,0.3531693714053077
2023-02-01,USD,36.5686,quadratic,36.221762569374214,0.34683743062579
2023-02-02,USD,36.5686,quadratic,36.22809532341323,0.3405046765867752
2023-02-03,USD,36.5686,quadratic,36.234428890711726,0.33417110928827753
2023-02-04,USD,36.5686,quadratic,36.24076327126972,0.3278367287302828
2023-02-05,USD,36.5686,quadratic,36.24709846508721,0.321501534912791
2023-02-06,USD,36.5686,quadratic,36.25343447216419,0.3151655278358163
2023-02-07,USD,36.5686,quadratic,36.25977129250066,0.30882870749934455
2023-02-08,USD,36.5686,quadratic,36.26610892609662,0.3024910739033828
2023-02-09,USD,36.5686,quadratic,36.27244737295208,0.296152627047924
2023-02-10,USD,36.5686,quadratic,36.27878663306702,0.2898133669329823
2023-02-11,USD,36.5686,quadratic,36.28512670644146,0.28347329355854356
2023-02-12,USD,36.5686,quadratic,36.291467593075396,0.2771324069246077
2023-02-13,USD,36.5686,quadratic,36.297809292968815,0.270790707031189
2023-02-14,USD,36.5686,quadratic,36.30415180612173,0.26444819387827323
2023-02-15,USD,36.5686,quadratic,36.310495132534136,0.25810486746586747
2023-02-16,USD,36.5686,quadratic,36.31683927220604,0.25176072779396463
2023-02-17,USD,36.5686,quadratic,36.323184225137425,0.24541577486257893
2023-02-18,USD,36.5686,quadratic,36.32952999132831,0.23907000867169614
2023-02-19,USD,36.5686,quadratic,36.33587657077868,0.23272342922132339
2023-02-20,USD,36.5686,quadratic,36.34222396348855,0.22637603651145355
2023-02-21,USD,36.5686,quadratic,36.34857216945791,0.22002783054209374
2023-02-22,USD,36.5686,quadratic,36.35492118868676,0.21367881131324395
2023-02-23,USD,36.5686,quadratic,36.3612710211751,0.2073289788249042
2023-02-24,USD,36.5686,quadratic,36.367621666922936,0.20097833307706736
2023-02-25,USD,36.5686,quadratic,36.37397312593026,0.19462687406974055
2023-02-26,USD,36.5686,quadratic,36.38032539819708,0.18827460180292377
2023-02-27,USD,36.5686,quadratic,36.386678483723394,0.1819215162766099
2023-02-28,USD,36.5686,quadratic,36.3930323825092,0.17556761749080607
2023-03-01,USD,36.5686,quadratic,36.39938709455449,0.16921290544551226
2023-03-02,USD,36.5686,quadratic,36.405742619859275,0.16285738014072848
2023-03-03,USD,36.5686,quadratic,36.412098958423556,0.15650104157644762
2023-03-04,USD,36.5686,quadratic,36.41845611024733,0.15014388975267678
2023-03-05,USD,36.5686,quadratic,36.42481407533059,0.14378592466941598
2023-03-06,USD,36.5686,quadratic,36.43117285367334,0.1374271463266652
2023-03-07,USD,36.5686,quadratic,36.437532445275586,0.13106755472441733
2023-03-08,USD,36.5686,quadratic,36.443892850137324,0.1247071498626795
2023-03-09,USD,36.5686,quadratic,36.45025406825856,0.11834593174144459
2023-03-10,USD,36.5686,quadratic,36.45661609963928,0.1119839003607268
2023-03-11,USD,36.5686,quadratic,36.46297894427949,0.10562105572051195
2023-03-12,USD,36.5686,quadratic,36.469342602179196,0.09925739782080711
2023-03-13,USD,36.5686,quadratic,36.4757070733384,0.0928929266616052
2023-03-14,USD,36.5686,quadratic,36.48207235775709,0.08652764224291332
2023-03-15,USD,36.5686,quadratic,36.48843845543527,0.08016154456473146
2023-03-16,USD,36.5686,quadratic,36.494805366372944,0.07379463362705962
