count,mean,std,var,min,q25,median,q75,max,skew,kurtosis
1096,-7.77966499007409e-16,0.8745038144075289,0.7647569214133176,-2.1333893633189405,-0.6246900783918754,0.0006900500959012845,0.8192571707147636,1.7491110491368644,-0.23804415406471435,-0.8616278573295815
